vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
103,Owner_103,Driver_103,8,2,AB-77-AB-1676,Electric,Available
104,Owner_104,Driver_104,9,2,AB-79-AB-3036,Electric,In Use
105,Owner_105,Driver_105,2,3,AB-61-AB-6219,Diesel,Under Maintenance
106,Owner_106,Driver_106,7,2,AB-27-AB-8216,Electric,Under Maintenance
107,Owner_107,Driver_107,3,1,AB-36-AB-2782,Electric,Under Maintenance
108,Owner_108,Driver_108,8,5,AB-77-AB-2219,Petrol,In Use
109,Owner_109,Driver_109,5,2,AB-40-AB-7124,Petrol,In Use
110,Owner_110,Driver_110,3,2,AB-79-AB-9284,Diesel,Available
111,Owner_111,Driver_111,8,3,AB-72-AB-2511,Diesel,In Use
112,Owner_112,Driver_112,3,4,AB-46-AB-9724,Diesel,Available
113,Owner_113,Driver_113,9,1,AB-73-AB-8542,Electric,Under Maintenance
114,Owner_114,Driver_114,2,1,AB-95-AB-7068,Petrol,Under Maintenance
115,Owner_115,Driver_115,2,5,AB-98-AB-8787,Petrol,Available
116,Owner_116,Driver_116,7,4,AB-53-AB-5476,Electric,Under Maintenance
117,Owner_117,Driver_117,5,4,AB-49-AB-2077,Petrol,Available
118,Owner_118,Driver_118,3,1,AB-13-AB-1762,Electric,Available
119,Owner_119,Driver_119,9,1,AB-94-AB-5628,Diesel,Under Maintenance
120,Owner_120,Driver_120,9,1,AB-71-AB-5486,Petrol,Available
121,Owner_121,Driver_121,4,4,AB-48-AB-9303,Diesel,In Use
122,Owner_122,Driver_122,2,3,AB-60-AB-3014,Petrol,Under Maintenance
123,Owner_123,Driver_123,10,3,AB-71-AB-8931,Electric,Under Maintenance
124,Owner_124,Driver_124,5,5,AB-20-AB-6817,Electric,In Use
125,Owner_125,Driver_125,2,4,AB-14-AB-8915,Diesel,Under Maintenance
126,Owner_126,Driver_126,6,2,AB-57-AB-1081,Petrol,Under Maintenance
127,Owner_127,Driver_127,5,3,AB-33-AB-3883,Petrol,Under Maintenance
128,Owner_128,Driver_128,1,1,AB-94-AB-9993,Petrol,Available
129,Owner_129,Driver_129,8,1,AB-48-AB-1620,Diesel,Under Maintenance
130,Owner_130,Driver_130,9,5,AB-50-AB-1082,Petrol,Under Maintenance
131,Owner_131,Driver_131,6,3,AB-99-AB-3522,Petrol,Under Maintenance
132,Owner_132,Driver_132,7,2,AB-37-AB-5741,Petrol,In Use
133,Owner_133,Driver_133,9,3,AB-46-AB-8927,Diesel,In Use
134,Owner_134,Driver_134,8,5,AB-96-AB-4419,Diesel,In Use
135,Owner_135,Driver_135,4,5,AB-95-AB-2572,Petrol,Available
136,Owner_136,Driver_136,6,5,AB-49-AB-7587,Petrol,In Use
137,Owner_137,Driver_137,4,5,AB-40-AB-4321,Electric,In Use
138,Owner_138,Driver_138,9,5,AB-81-AB-2492,Diesel,Available
139,Owner_139,Driver_139,4,4,AB-48-AB-1969,Petrol,Available
140,Owner_140,Driver_140,3,1,AB-87-AB-6402,Petrol,In Use
141,Owner_141,Driver_141,1,3,AB-55-AB-6621,Diesel,Available
142,Owner_142,Driver_142,3,1,AB-53-AB-3850,Electric,Under Maintenance
143,Owner_143,Driver_143,4,2,AB-97-AB-8279,Diesel,In Use
144,Owner_144,Driver_144,9,4,AB-83-AB-9023,Petrol,Available
145,Owner_145,Driver_145,1,4,AB-44-AB-6234,Electric,In Use
146,Owner_146,Driver_146,1,5,AB-35-AB-8185,Diesel,In Use
147,Owner_147,Driver_147,4,5,AB-70-AB-4636,Electric,In Use
148,Owner_148,Driver_148,6,2,AB-87-AB-4034,Electric,Under Maintenance
149,Owner_149,Driver_149,10,4,AB-12-AB-8370,Diesel,Under Maintenance
150,Owner_150,Driver_150,5,5,AB-57-AB-5695,Electric,In Use
151,Owner_151,Driver_151,3,1,AB-72-AB-1019,Electric,Available
152,Owner_152,Driver_152,2,5,AB-83-AB-2633,Electric,In Use
153,Owner_153,Driver_153,3,2,AB-62-AB-2385,Petrol,Available
154,Owner_154,Driver_154,8,3,AB-75-AB-1199,Diesel,Available
155,Owner_155,Driver_155,4,1,AB-56-AB-6716,Diesel,In Use
156,Owner_156,Driver_156,2,5,AB-33-AB-6597,Petrol,Available
157,Owner_157,Driver_157,2,1,AB-17-AB-8802,Diesel,In Use
158,Owner_158,Driver_158,8,2,AB-29-AB-6882,Electric,Under Maintenance
159,Owner_159,Driver_159,1,4,AB-42-AB-3950,Diesel,Available
160,Owner_160,Driver_160,9,5,AB-82-AB-9120,Electric,In Use
161,Owner_161,Driver_161,8,4,AB-91-AB-7750,Petrol,Under Maintenance
162,Owner_162,Driver_162,4,3,AB-19-AB-1503,Diesel,Available
163,Owner_163,Driver_163,1,4,AB-54-AB-2221,Diesel,Under Maintenance
164,Owner_164,Driver_164,4,3,AB-67-AB-5097,Petrol,Under Maintenance
165,Owner_165,Driver_165,10,1,AB-19-AB-3469,Petrol,Under Maintenance
166,Owner_166,Driver_166,8,1,AB-73-AB-5266,Electric,Available
167,Owner_167,Driver_167,6,1,AB-13-AB-2186,Diesel,Available
168,Owner_168,Driver_168,4,5,AB-15-AB-7024,Electric,In Use
169,Owner_169,Driver_169,7,3,AB-49-AB-1862,Electric,Under Maintenance
170,Owner_170,Driver_170,1,5,AB-82-AB-3577,Petrol,Available
171,Owner_171,Driver_171,3,3,AB-21-AB-4391,Diesel,In Use
172,Owner_172,Driver_172,3,1,AB-81-AB-2179,Petrol,Under Maintenance
173,Owner_173,Driver_173,4,2,AB-14-AB-9843,Diesel,Available
174,Owner_174,Driver_174,4,1,AB-82-AB-6092,Diesel,In Use
175,Owner_175,Driver_175,10,5,AB-30-AB-5512,Diesel,In Use
176,Owner_176,Driver_176,9,4,AB-72-AB-7098,Electric,Available
177,Owner_177,Driver_177,2,5,AB-43-AB-5361,Electric,In Use
178,Owner_178,Driver_178,7,3,AB-79-AB-4020,Diesel,In Use
179,Owner_179,Driver_179,6,5,AB-28-AB-5621,Petrol,Available
180,Owner_180,Driver_180,10,3,AB-42-AB-5451,Petrol,Under Maintenance
181,Owner_181,Driver_181,10,3,AB-46-AB-9605,Diesel,In Use
182,Owner_182,Driver_182,3,3,AB-21-AB-1705,Diesel,Available
183,Owner_183,Driver_183,2,2,AB-13-AB-8886,Petrol,Under Maintenance
184,Owner_184,Driver_184,7,2,AB-70-AB-6987,Diesel,Under Maintenance
185,Owner_185,Driver_185,9,1,AB-63-AB-1828,Petrol,Under Maintenance
186,Owner_186,Driver_186,2,2,AB-17-AB-9070,Electric,Available
187,Owner_187,Driver_187,6,5,AB-84-AB-6938,Diesel,Under Maintenance
188,Owner_188,Driver_188,4,4,AB-47-AB-4149,Diesel,Available
189,Owner_189,Driver_189,8,2,AB-77-AB-2067,Petrol,Under Maintenance
190,Owner_190,Driver_190,2,4,AB-28-AB-9525,Electric,Available
191,Owner_191,Driver_191,5,5,AB-22-AB-8979,Diesel,Under Maintenance
192,Owner_192,Driver_192,5,3,AB-42-AB-9443,Electric,Under Maintenance
193,Owner_193,Driver_193,3,3,AB-78-AB-7712,Diesel,Available
194,Owner_194,Driver_194,1,4,AB-38-AB-9863,Diesel,Under Maintenance
195,Owner_195,Driver_195,5,2,AB-20-AB-2877,Petrol,In Use
196,Owner_196,Driver_196,3,5,AB-80-AB-6768,Electric,In Use
197,Owner_197,Driver_197,2,2,AB-52-AB-9938,Diesel,Available
198,Owner_198,Driver_198,3,5,AB-40-AB-5706,Diesel,Available
199,Owner_199,Driver_199,7,2,AB-32-AB-7370,Diesel,Available
200,Owner_200,Driver_200,3,4,AB-22-AB-6283,Electric,Under Maintenance
201,Owner_201,Driver_201,4,1,AB-44-AB-9975,Electric,In Use
202,Owner_202,Driver_202,3,5,AB-87-AB-6845,Electric,In Use
203,Owner_203,Driver_203,6,2,AB-10-AB-3680,Electric,In Use
204,Owner_204,Driver_204,6,2,AB-23-AB-6819,Electric,Available
205,Owner_205,Driver_205,7,4,AB-93-AB-8845,Petrol,Available
206,Owner_206,Driver_206,6,3,AB-53-AB-1008,Diesel,Under Maintenance
207,Owner_207,Driver_207,3,2,AB-70-AB-5962,Electric,In Use
208,Owner_208,Driver_208,10,4,AB-84-AB-5911,Diesel,In Use
209,Owner_209,Driver_209,8,2,AB-90-AB-6621,Petrol,In Use
210,Owner_210,Driver_210,4,1,AB-14-AB-9137,Electric,In Use
211,Owner_211,Driver_211,1,4,AB-29-AB-5610,Electric,Available
212,Owner_212,Driver_212,7,3,AB-43-AB-6582,Diesel,Available
213,Owner_213,Driver_213,8,3,AB-17-AB-8509,Diesel,Available
214,Owner_214,Driver_214,6,5,AB-99-AB-6245,Electric,Available
215,Owner_215,Driver_215,3,5,AB-96-AB-7149,Electric,Under Maintenance
216,Owner_216,Driver_216,8,1,AB-38-AB-3658,Diesel,Under Maintenance
217,Owner_217,Driver_217,8,2,AB-79-AB-7627,Diesel,Available
218,Owner_218,Driver_218,9,2,AB-60-AB-7808,Electric,Available
219,Owner_219,Driver_219,4,3,AB-67-AB-1190,Diesel,Available
220,Owner_220,Driver_220,10,1,AB-40-AB-9906,Diesel,Under Maintenance
221,Owner_221,Driver_221,2,5,AB-26-AB-2808,Diesel,In Use
222,Owner_222,Driver_222,5,4,AB-75-AB-7544,Diesel,Under Maintenance
223,Owner_223,Driver_223,8,5,AB-51-AB-4207,Diesel,Available
224,Owner_224,Driver_224,8,1,AB-38-AB-5682,Diesel,Under Maintenance
225,Owner_225,Driver_225,1,4,AB-38-AB-7294,Diesel,Under Maintenance
226,Owner_226,Driver_226,6,4,AB-93-AB-1302,Petrol,Under Maintenance
227,Owner_227,Driver_227,6,1,AB-30-AB-5253,Electric,Available
228,Owner_228,Driver_228,10,2,AB-95-AB-1644,Petrol,Under Maintenance
229,Owner_229,Driver_229,6,1,AB-20-AB-7051,Diesel,In Use
230,Owner_230,Driver_230,6,2,AB-96-AB-5554,Petrol,In Use
231,Owner_231,Driver_231,2,1,AB-99-AB-2205,Electric,Available
232,Owner_232,Driver_232,10,1,AB-72-AB-6652,Diesel,In Use
233,Owner_233,Driver_233,10,2,AB-49-AB-7182,Petrol,Available
234,Owner_234,Driver_234,6,2,AB-80-AB-8178,Petrol,In Use
235,Owner_235,Driver_235,1,1,AB-25-AB-3605,Electric,Available
236,Owner_236,Driver_236,4,1,AB-70-AB-9340,Petrol,In Use
237,Owner_237,Driver_237,3,2,AB-25-AB-5449,Electric,In Use
238,Owner_238,Driver_238,7,3,AB-32-AB-5453,Diesel,Available
239,Owner_239,Driver_239,9,5,AB-85-AB-2610,Diesel,Under Maintenance
240,Owner_240,Driver_240,7,5,AB-10-AB-9363,Electric,In Use
241,Owner_241,Driver_241,2,3,AB-44-AB-7848,Diesel,In Use
242,Owner_242,Driver_242,6,2,AB-44-AB-9145,Petrol,In Use
243,Owner_243,Driver_243,1,3,AB-17-AB-7296,Petrol,Under Maintenance
244,Owner_244,Driver_244,5,4,AB-64-AB-8992,Diesel,Available
245,Owner_245,Driver_245,7,4,AB-90-AB-3647,Petrol,Available
246,Owner_246,Driver_246,9,1,AB-58-AB-7610,Electric,Available
247,Owner_247,Driver_247,2,3,AB-21-AB-1428,Diesel,In Use
248,Owner_248,Driver_248,5,1,AB-60-AB-4287,Diesel,Under Maintenance
249,Owner_249,Driver_249,4,5,AB-18-AB-8959,Petrol,In Use
250,Owner_250,Driver_250,6,3,AB-29-AB-8781,Diesel,Under Maintenance
251,Owner_251,Driver_251,8,4,AB-38-AB-2194,Petrol,Available
252,Owner_252,Driver_252,3,3,AB-39-AB-8629,Petrol,In Use
253,Owner_253,Driver_253,5,5,AB-83-AB-2779,Diesel,In Use
254,Owner_254,Driver_254,8,3,AB-90-AB-6517,Petrol,Under Maintenance
255,Owner_255,Driver_255,7,2,AB-13-AB-9534,Diesel,In Use
256,Owner_256,Driver_256,9,2,AB-93-AB-5620,Electric,Under Maintenance
257,Owner_257,Driver_257,3,2,AB-90-AB-3253,Electric,In Use
258,Owner_258,Driver_258,9,4,AB-66-AB-1333,Diesel,In Use
259,Owner_259,Driver_259,7,3,AB-99-AB-9214,Diesel,Available
260,Owner_260,Driver_260,4,1,AB-28-AB-2834,Electric,In Use
261,Owner_261,Driver_261,4,4,AB-39-AB-9330,Diesel,Under Maintenance
262,Owner_262,Driver_262,8,4,AB-28-AB-7014,Electric,Under Maintenance
263,Owner_263,Driver_263,9,2,AB-94-AB-8368,Diesel,In Use
264,Owner_264,Driver_264,10,2,AB-72-AB-2254,Electric,Under Maintenance
265,Owner_265,Driver_265,9,4,AB-66-AB-9827,Electric,Available
266,Owner_266,Driver_266,8,2,AB-98-AB-4313,Electric,Under Maintenance
267,Owner_267,Driver_267,2,2,AB-70-AB-1096,Diesel,Available
268,Owner_268,Driver_268,6,1,AB-39-AB-2776,Diesel,In Use
269,Owner_269,Driver_269,4,4,AB-94-AB-9861,Diesel,In Use
270,Owner_270,Driver_270,5,4,AB-58-AB-6876,Electric,Available
271,Owner_271,Driver_271,3,4,AB-56-AB-4463,Diesel,Available
272,Owner_272,Driver_272,8,2,AB-93-AB-4652,Diesel,Under Maintenance
273,Owner_273,Driver_273,5,1,AB-89-AB-9369,Electric,Under Maintenance
274,Owner_274,Driver_274,2,4,AB-90-AB-3666,Diesel,In Use
275,Owner_275,Driver_275,5,4,AB-78-AB-9679,Petrol,In Use
276,Owner_276,Driver_276,2,1,AB-56-AB-2275,Diesel,In Use
277,Owner_277,Driver_277,1,5,AB-88-AB-2116,Diesel,In Use
278,Owner_278,Driver_278,2,4,AB-67-AB-5549,Electric,In Use
279,Owner_279,Driver_279,5,5,AB-65-AB-5957,Petrol,Under Maintenance
280,Owner_280,Driver_280,8,4,AB-86-AB-1456,Diesel,Available
281,Owner_281,Driver_281,2,4,AB-49-AB-8646,Diesel,Under Maintenance
282,Owner_282,Driver_282,2,3,AB-85-AB-7559,Petrol,Available
283,Owner_283,Driver_283,4,5,AB-71-AB-4963,Electric,Available
284,Owner_284,Driver_284,1,3,AB-68-AB-7953,Petrol,Under Maintenance
285,Owner_285,Driver_285,5,5,AB-28-AB-1007,Electric,Under Maintenance
286,Owner_286,Driver_286,9,2,AB-67-AB-5172,Electric,In Use
287,Owner_287,Driver_287,10,3,AB-71-AB-9403,Electric,Under Maintenance
288,Owner_288,Driver_288,2,1,AB-76-AB-5580,Diesel,Available
289,Owner_289,Driver_289,5,5,AB-22-AB-5745,Electric,Under Maintenance
290,Owner_290,Driver_290,2,4,AB-89-AB-1069,Electric,In Use
291,Owner_291,Driver_291,9,3,AB-44-AB-1085,Electric,Available
292,Owner_292,Driver_292,1,3,AB-90-AB-3757,Petrol,Under Maintenance
293,Owner_293,Driver_293,4,2,AB-22-AB-9751,Diesel,Available
294,Owner_294,Driver_294,4,2,AB-91-AB-3651,Diesel,Available
295,Owner_295,Driver_295,2,2,AB-35-AB-4761,Electric,In Use
296,Owner_296,Driver_296,9,1,AB-23-AB-7805,Petrol,Under Maintenance
297,Owner_297,Driver_297,9,3,AB-38-AB-5756,Petrol,Under Maintenance
298,Owner_298,Driver_298,3,2,AB-15-AB-1779,Diesel,Under Maintenance
299,Owner_299,Driver_299,1,4,AB-26-AB-2048,Electric,Under Maintenance
300,Owner_300,Driver_300,6,5,AB-33-AB-5208,Petrol,Available
301,Owner_301,Driver_301,10,4,AB-50-AB-6782,Electric,Under Maintenance
302,Owner_302,Driver_302,1,5,AB-71-AB-5074,Petrol,In Use
303,Owner_303,Driver_303,9,5,AB-54-AB-5564,Electric,Under Maintenance
304,Owner_304,Driver_304,7,5,AB-98-AB-4462,Diesel,Under Maintenance
305,Owner_305,Driver_305,2,2,AB-30-AB-2321,Petrol,In Use
306,Owner_306,Driver_306,9,2,AB-12-AB-4661,Diesel,In Use
307,Owner_307,Driver_307,10,2,AB-30-AB-7108,Diesel,Available
308,Owner_308,Driver_308,3,1,AB-89-AB-8368,Petrol,Under Maintenance
309,Owner_309,Driver_309,1,1,AB-27-AB-9123,Petrol,Available
310,Owner_310,Driver_310,8,2,AB-81-AB-6831,Petrol,Under Maintenance
311,Owner_311,Driver_311,9,5,AB-12-AB-3030,Electric,In Use
312,Owner_312,Driver_312,9,3,AB-96-AB-7697,Diesel,Available
313,Owner_313,Driver_313,3,4,AB-81-AB-1925,Diesel,Under Maintenance
314,Owner_314,Driver_314,3,3,AB-42-AB-8264,Diesel,Under Maintenance
315,Owner_315,Driver_315,10,1,AB-91-AB-8617,Electric,In Use
316,Owner_316,Driver_316,9,2,AB-69-AB-3994,Petrol,Under Maintenance
317,Owner_317,Driver_317,10,1,AB-33-AB-1823,Electric,In Use
318,Owner_318,Driver_318,3,1,AB-12-AB-9659,Petrol,Under Maintenance
319,Owner_319,Driver_319,3,5,AB-68-AB-4459,Petrol,Available
320,Owner_320,Driver_320,7,5,AB-84-AB-4790,Electric,Available
321,Owner_321,Driver_321,3,5,AB-47-AB-7315,Electric,In Use
322,Owner_322,Driver_322,3,3,AB-12-AB-1244,Petrol,Under Maintenance
323,Owner_323,Driver_323,3,5,AB-10-AB-3271,Diesel,In Use
324,Owner_324,Driver_324,2,3,AB-59-AB-8327,Electric,Available
325,Owner_325,Driver_325,3,3,AB-94-AB-6895,Diesel,Under Maintenance
326,Owner_326,Driver_326,4,2,AB-25-AB-8036,Petrol,In Use
327,Owner_327,Driver_327,1,1,AB-44-AB-7742,Diesel,In Use
328,Owner_328,Driver_328,5,3,AB-98-AB-1171,Diesel,Available
329,Owner_329,Driver_329,4,1,AB-32-AB-5663,Petrol,In Use
330,Owner_330,Driver_330,7,5,AB-49-AB-5014,Petrol,Available
331,Owner_331,Driver_331,1,5,AB-32-AB-9441,Petrol,In Use
332,Owner_332,Driver_332,10,3,AB-48-AB-6636,Petrol,Available
333,Owner_333,Driver_333,9,2,AB-61-AB-9565,Electric,Available
334,Owner_334,Driver_334,10,4,AB-90-AB-6283,Diesel,Available
335,Owner_335,Driver_335,10,5,AB-39-AB-3050,Petrol,Available
336,Owner_336,Driver_336,6,3,AB-83-AB-1301,Electric,Under Maintenance
337,Owner_337,Driver_337,7,4,AB-33-AB-3713,Petrol,In Use
338,Owner_338,Driver_338,4,2,AB-93-AB-7754,Electric,In Use
339,Owner_339,Driver_339,3,4,AB-43-AB-1119,Petrol,Available
340,Owner_340,Driver_340,4,3,AB-62-AB-1831,Electric,In Use
341,Owner_341,Driver_341,2,1,AB-46-AB-7498,Diesel,Under Maintenance
342,Owner_342,Driver_342,6,1,AB-57-AB-9373,Diesel,Under Maintenance
343,Owner_343,Driver_343,9,4,AB-61-AB-9068,Petrol,In Use
344,Owner_344,Driver_344,6,5,AB-21-AB-2247,Petrol,In Use
345,Owner_345,Driver_345,3,4,AB-98-AB-3320,Petrol,Under Maintenance
346,Owner_346,Driver_346,3,3,AB-71-AB-4940,Diesel,In Use
347,Owner_347,Driver_347,10,5,AB-67-AB-3736,Electric,Under Maintenance
348,Owner_348,Driver_348,6,5,AB-54-AB-5014,Electric,In Use
349,Owner_349,Driver_349,7,4,AB-25-AB-5936,Diesel,Available
350,Owner_350,Driver_350,7,5,AB-72-AB-1933,Petrol,In Use
351,Owner_351,Driver_351,9,2,AB-39-AB-2489,Diesel,Under Maintenance
352,Owner_352,Driver_352,7,5,AB-20-AB-6251,Electric,In Use
353,Owner_353,Driver_353,8,1,AB-95-AB-8856,Electric,Under Maintenance
354,Owner_354,Driver_354,2,5,AB-19-AB-1585,Petrol,Under Maintenance
355,Owner_355,Driver_355,7,2,AB-84-AB-1311,Electric,Under Maintenance
356,Owner_356,Driver_356,3,1,AB-86-AB-6835,Electric,Under Maintenance
357,Owner_357,Driver_357,2,1,AB-11-AB-4935,Electric,Available
358,Owner_358,Driver_358,5,1,AB-40-AB-3012,Electric,Under Maintenance
359,Owner_359,Driver_359,5,2,AB-77-AB-8115,Electric,Available
