store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,list_of_items,inventory_capacity
114,2,20,24.72940346136467,84.43365022486738,store114@aurangabad.com,9425308286,2024-10-18 09:00:00,2024-10-18 21:00:00,[],442.16155747883295
115,2,20,24.72276946325863,84.35010310986821,store115@aurangabad.com,9298809638,2024-10-18 09:00:00,2024-10-18 21:00:00,[],343.092542466801
116,2,20,24.69581779946173,84.34982849200566,store116@aurangabad.com,9769146725,2024-10-18 09:00:00,2024-10-18 21:00:00,[],447.0417201385419
117,2,20,24.742783744664425,84.32542767753303,store117@aurangabad.com,9582445918,2024-10-18 09:00:00,2024-10-18 21:00:00,[],412.2022781483509
118,2,20,24.831023992726966,84.40373965858655,store118@aurangabad.com,9496631893,2024-10-18 09:00:00,2024-10-18 21:00:00,[],384.83979040680424
119,2,20,24.790676225623532,84.4344896010642,store119@aurangabad.com,9686814049,2024-10-18 09:00:00,2024-10-18 21:00:00,[],452.215239256863
120,2,20,24.730048269826373,84.3603943680621,store120@aurangabad.com,9116480208,2024-10-18 09:00:00,2024-10-18 21:00:00,[],157.91073345718257
121,2,36,19.35084609085436,72.95854762723157,store121@bhiwandi.com,9057577676,2024-10-18 09:00:00,2024-10-18 21:00:00,[],252.7365958561585
122,2,36,19.26579635661242,73.04333845978041,store122@bhiwandi.com,9686592135,2024-10-18 09:00:00,2024-10-18 21:00:00,[],236.99291499259735
123,2,36,19.369754667901226,73.11168554672723,store123@bhiwandi.com,9390359840,2024-10-18 09:00:00,2024-10-18 21:00:00,[],291.4821218265404
124,2,36,19.266661687231437,73.09810879323923,store124@bhiwandi.com,9475177257,2024-10-18 09:00:00,2024-10-18 21:00:00,[],203.05627202680023
125,2,36,19.317953775759523,73.10040537423063,store125@bhiwandi.com,9094156980,2024-10-18 09:00:00,2024-10-18 21:00:00,[],299.69830055592615
126,2,36,19.360093679770298,73.10676709096471,store126@bhiwandi.com,9726269104,2024-10-18 09:00:00,2024-10-18 21:00:00,[],436.48350716668506
127,2,36,19.417874689183375,73.06148133222,store127@bhiwandi.com,9127778428,2024-10-18 09:00:00,2024-10-18 21:00:00,[],289.91361751322665
128,2,36,19.201935770408017,73.06678774383064,store128@bhiwandi.com,9235648843,2024-10-18 09:00:00,2024-10-18 21:00:00,[],114.96714145292022
129,2,36,19.320120410076413,73.1221476804547,store129@bhiwandi.com,9387910436,2024-10-18 09:00:00,2024-10-18 21:00:00,[],375.38212115758904
130,2,36,19.260805838695905,73.0126716762384,store130@bhiwandi.com,9761010113,2024-10-18 09:00:00,2024-10-18 21:00:00,[],361.0389893451305
131,2,33,21.774591175119095,72.15116920196972,store131@bhavnagar.com,9600945184,2024-10-18 09:00:00,2024-10-18 21:00:00,[],462.56684644899025
132,2,33,21.792910541420767,72.2136535757248,store132@bhavnagar.com,9736507920,2024-10-18 09:00:00,2024-10-18 21:00:00,[],372.16587545614243
133,2,33,21.89536857337872,72.32244553837309,store133@bhavnagar.com,9952753502,2024-10-18 09:00:00,2024-10-18 21:00:00,[],346.45269105780324
134,2,33,21.777375403648062,72.13558855755925,store134@bhavnagar.com,9317138323,2024-10-18 09:00:00,2024-10-18 21:00:00,[],307.5482409766529
135,2,33,21.876835996418777,72.34117232102197,store135@bhavnagar.com,9300049924,2024-10-18 09:00:00,2024-10-18 21:00:00,[],223.568500982205
136,2,33,21.740457354349214,72.10803480785853,store136@bhavnagar.com,9667485899,2024-10-18 09:00:00,2024-10-18 21:00:00,[],384.55557560582383
137,2,33,21.766971079048606,72.11152887533086,store137@bhavnagar.com,9184042373,2024-10-18 09:00:00,2024-10-18 21:00:00,[],203.47056334841676
138,2,33,21.69295028620902,72.07245615137668,store138@bhavnagar.com,9794021460,2024-10-18 09:00:00,2024-10-18 21:00:00,[],228.62073794403787
139,2,33,21.789858704285184,72.22620746621403,store139@bhavnagar.com,9938033849,2024-10-18 09:00:00,2024-10-18 21:00:00,[],417.8338930225926
140,2,33,21.79408575126065,72.25450569856056,store140@bhavnagar.com,9924846075,2024-10-18 09:00:00,2024-10-18 21:00:00,[],171.8235929061421
141,2,7,23.709444254236143,92.70328158848044,store141@aizawl  .com,9026917097,2024-10-18 09:00:00,2024-10-18 21:00:00,[],415.01144183290575
142,2,7,23.574170640995042,92.66511575799561,store142@aizawl  .com,9725402486,2024-10-18 09:00:00,2024-10-18 21:00:00,[],397.89105720221426
143,2,7,23.64768006511718,92.64157942830768,store143@aizawl  .com,9349749017,2024-10-18 09:00:00,2024-10-18 21:00:00,[],306.42362723519665
144,2,7,23.77011610804841,92.81350982495081,store144@aizawl  .com,9812731131,2024-10-18 09:00:00,2024-10-18 21:00:00,[],461.7600915216684
145,2,7,23.865533498358907,92.79776308257814,store145@aizawl  .com,9650235690,2024-10-18 09:00:00,2024-10-18 21:00:00,[],235.03813962516057
146,2,7,23.83238283062984,92.70185262346097,store146@aizawl  .com,9060011726,2024-10-18 09:00:00,2024-10-18 21:00:00,[],452.13994114959684
147,2,7,23.823378636656443,92.69794601832203,store147@aizawl  .com,9741635945,2024-10-18 09:00:00,2024-10-18 21:00:00,[],406.88814566359366
148,2,7,23.759900558410564,92.67968148510631,store148@aizawl  .com,9315337897,2024-10-18 09:00:00,2024-10-18 21:00:00,[],497.7579369155814
149,2,7,23.718148798077483,92.77759492956258,store149@aizawl  .com,9357253535,2024-10-18 09:00:00,2024-10-18 21:00:00,[],317.51661259016
150,2,7,23.925867365803356,92.74933119058656,store150@aizawl  .com,9250076186,2024-10-18 09:00:00,2024-10-18 21:00:00,[],272.972657991249
151,2,4,27.16750404612249,77.92823399686954,store151@agra.com,9837819870,2024-10-18 09:00:00,2024-10-18 21:00:00,[],115.4158920102597
152,2,4,27.189244766033827,77.98996573778005,store152@agra.com,9205903891,2024-10-18 09:00:00,2024-10-18 21:00:00,[],264.5146951935555
153,2,4,27.185781861238723,78.00128953259801,store153@agra.com,9910035137,2024-10-18 09:00:00,2024-10-18 21:00:00,[],199.81802833958727
154,2,4,27.1022902125664,77.95115426461865,store154@agra.com,9492746244,2024-10-18 09:00:00,2024-10-18 21:00:00,[],469.96459021756203
155,2,4,27.182280098640273,77.94827931268752,store155@agra.com,9284821248,2024-10-18 09:00:00,2024-10-18 21:00:00,[],358.12971606195794
156,2,4,27.213413508309493,78.10404546541328,store156@agra.com,9266643193,2024-10-18 09:00:00,2024-10-18 21:00:00,[],265.7930227428441
157,2,4,27.160135797445164,77.97066457583384,store157@agra.com,9576107030,2024-10-18 09:00:00,2024-10-18 21:00:00,[],458.4099645533646
158,2,4,27.236054866847173,78.0924678256407,store158@agra.com,9330969470,2024-10-18 09:00:00,2024-10-18 21:00:00,[],453.1394711350652
159,2,4,27.1628003001801,77.98704050294891,store159@agra.com,9817973880,2024-10-18 09:00:00,2024-10-18 21:00:00,[],222.44990802448677
160,2,4,27.194603881406405,78.04794837221547,store160@agra.com,9113916481,2024-10-18 09:00:00,2024-10-18 21:00:00,[],112.00768850945298
161,2,16,20.8068682428162,77.65312338288274,store161@amaravati.com,9547120808,2024-10-18 09:00:00,2024-10-18 21:00:00,[],410.62488426919714
162,2,16,20.9079690083781,77.9237903991351,store162@amaravati.com,9496721328,2024-10-18 09:00:00,2024-10-18 21:00:00,[],267.36871459166593
163,2,16,21.02550123505211,77.81420068993981,store163@amaravati.com,9404840056,2024-10-18 09:00:00,2024-10-18 21:00:00,[],427.2657805848696
164,2,16,20.86782874748305,77.71277720240131,store164@amaravati.com,9839026814,2024-10-18 09:00:00,2024-10-18 21:00:00,[],209.9935993794297
165,2,16,20.913251531615906,77.76919247742694,store165@amaravati.com,9678574201,2024-10-18 09:00:00,2024-10-18 21:00:00,[],338.9382159871243
166,2,16,20.898417280385065,77.75011108802704,store166@amaravati.com,9828657853,2024-10-18 09:00:00,2024-10-18 21:00:00,[],383.43710363299357
167,2,16,20.96317010307916,77.8725977340512,store167@amaravati.com,9505859987,2024-10-18 09:00:00,2024-10-18 21:00:00,[],342.12827252523266
168,2,16,20.75007559825798,77.78367459946693,store168@amaravati.com,9870891631,2024-10-18 09:00:00,2024-10-18 21:00:00,[],328.4328640263951
169,2,16,20.851984814870356,77.81432504392053,store169@amaravati.com,9266230660,2024-10-18 09:00:00,2024-10-18 21:00:00,[],283.7441940024991
170,2,16,20.935890376813074,77.78743264367706,store170@amaravati.com,9981102785,2024-10-18 09:00:00,2024-10-18 21:00:00,[],231.552873180028
171,2,28,12.941188890521067,77.67360615967624,store171@bengaluru.com,9120678583,2024-10-18 09:00:00,2024-10-18 21:00:00,[],475.98639572966283
172,2,28,13.013978807715928,77.67304778618659,store172@bengaluru.com,9009073988,2024-10-18 09:00:00,2024-10-18 21:00:00,[],392.64714469630167
173,2,28,13.098184488393489,77.61765768253123,store173@bengaluru.com,9942640927,2024-10-18 09:00:00,2024-10-18 21:00:00,[],117.70673240994158
174,2,28,12.93343328128771,77.78569343229637,store174@bengaluru.com,9036251525,2024-10-18 09:00:00,2024-10-18 21:00:00,[],108.403925578324
175,2,28,12.948001809937415,77.5187740465769,store175@bengaluru.com,9249843995,2024-10-18 09:00:00,2024-10-18 21:00:00,[],266.5834040369867
176,2,28,13.004052081543522,77.59553070569802,store176@bengaluru.com,9192213411,2024-10-18 09:00:00,2024-10-18 21:00:00,[],116.75764150428964
177,2,28,13.005010687621613,77.58635153352638,store177@bengaluru.com,9017353050,2024-10-18 09:00:00,2024-10-18 21:00:00,[],365.6632266259157
178,2,28,13.047258126088524,77.61077897918857,store178@bengaluru.com,9092909744,2024-10-18 09:00:00,2024-10-18 21:00:00,[],231.13681225629196
179,2,28,12.962981857135144,77.41327744160172,store179@bengaluru.com,9742850926,2024-10-18 09:00:00,2024-10-18 21:00:00,[],444.98971811139165
180,2,28,12.781987589866228,77.58247721586908,store180@bengaluru.com,9799974559,2024-10-18 09:00:00,2024-10-18 21:00:00,[],263.48997917685824
181,2,45,21.995149259924556,82.13905780619226,store181@bilaspur.com,9136639001,2024-10-18 09:00:00,2024-10-18 21:00:00,[],472.38340683017475
182,2,45,22.176337378679037,82.04011745916114,store182@bilaspur.com,9376194283,2024-10-18 09:00:00,2024-10-18 21:00:00,[],224.12836905977014
183,2,45,22.10475194060474,82.21233914820378,store183@bilaspur.com,9820694036,2024-10-18 09:00:00,2024-10-18 21:00:00,[],430.22452746364473
184,2,45,22.09814924930242,82.15693748399187,store184@bilaspur.com,9621049790,2024-10-18 09:00:00,2024-10-18 21:00:00,[],437.9361689958089
185,2,45,21.908719310994165,82.20674810191905,store185@bilaspur.com,9621027457,2024-10-18 09:00:00,2024-10-18 21:00:00,[],403.41130327288204
186,2,45,22.082196555293432,82.14482695684089,store186@bilaspur.com,9396045581,2024-10-18 09:00:00,2024-10-18 21:00:00,[],412.27620480807644
187,2,45,22.137184880592155,82.2011302260505,store187@bilaspur.com,9941001391,2024-10-18 09:00:00,2024-10-18 21:00:00,[],225.6773344440009
188,2,45,21.93081804544749,82.25573398579508,store188@bilaspur.com,9531210930,2024-10-18 09:00:00,2024-10-18 21:00:00,[],236.2573820473914
